wdpaid,lc_2000,lc_2010,areakm2
20399,Water,Water (2010),9.7866
20399,Artificial land,Forest (2010),0.0261
20399,Artificial land,Grassland (2010),0.0081
20399,Artificial land,Shrubland (2010),0.0009
20399,Artificial land,Water (2010),0.0009
20399,Artificial land,Artificial land (2010),0.1584
26649,Cultivated land,Cultivated land (2010),0.3177
26649,Cultivated land,Forest (2010),0.0126
26649,Cultivated land,Grassland (2010),0.0198
26649,Forest,Cultivated land (2010),0.0999
26649,Forest,Forest (2010),339.6321
26649,Forest,Grassland (2010),439.9389
26649,Forest,Water (2010),0.0819
26649,Grassland,Cultivated land (2010),0.0135
26649,Grassland,Forest (2010),8.361
26649,Grassland,Grassland (2010),2.6793
26649,Water,Forest (2010),0.0252
26649,Water,Grassland (2010),0.0765
26649,Water,Water (2010),1.2447
26651,Forest,Forest (2010),2314.134
26651,Forest,Grassland (2010),7.5429
26651,Forest,Shrubland (2010),12.2733
26651,Forest,Water (2010),0.3888
26651,Forest,Bare land (2010),0.0909
26651,Grassland,Forest (2010),12.654
26651,Grassland,Grassland (2010),0.6534
26651,Grassland,Shrubland (2010),6.2037
26651,Grassland,Water (2010),0.0036
26651,Grassland,Bare land (2010),0.0018
26651,Shrubland,Forest (2010),14.0157
26651,Shrubland,Grassland (2010),6.1353
26651,Shrubland,Shrubland (2010),347.1111
26651,Shrubland,Water (2010),0.4005
26651,Water,Forest (2010),0.5787
26651,Water,Grassland (2010),0.0018
26651,Water,Shrubland (2010),0.3519
26651,Water,Water (2010),1.5534
26651,Bare land,Forest (2010),0.0072
26651,Bare land,Grassland (2010),0.0009
26652,No data,Forest (2010),0.612
26652,No data,Ocean (2010),0.0369
26652,No data,Grassland (2010),0.0351
26652,No data,Water (2010),0.0045
26652,No data,Bare land (2010),0.1098
26652,Cultivated land,Cultivated land (2010),124.2531
26652,Cultivated land,Permanent ice or snow (2010),0.5706
26652,Cultivated land,Forest (2010),8.9235
26652,Cultivated land,Ocean (2010),0.0027
26652,Cultivated land,Grassland (2010),25.9308
26652,Cultivated land,Shrubland (2010),1.1898
26652,Cultivated land,Wetland (2010),0.8982
26652,Cultivated land,Water (2010),0.3231
26652,Cultivated land,Artificial land (2010),0.0315
26652,Cultivated land,Bare land (2010),4.5846
26652,Permanent ice or snow,Cultivated land (2010),0.1737
26652,Permanent ice or snow,Permanent ice or snow (2010),1940.8806
26652,Permanent ice or snow,Forest (2010),10.5381
26652,Permanent ice or snow,Grassland (2010),3.8151
26652,Permanent ice or snow,Shrubland (2010),0.0054
26652,Permanent ice or snow,Wetland (2010),0.144
26652,Permanent ice or snow,Water (2010),1.1304
26652,Permanent ice or snow,Bare land (2010),52.5663
26652,Forest,No data (2010),1.1907
26652,Forest,Cultivated land (2010),5.2686
26652,Forest,Permanent ice or snow (2010),140.5566
26652,Forest,Forest (2010),14940.333
26652,Forest,Ocean (2010),185.4738
26652,Forest,Grassland (2010),153.6345
26652,Forest,Shrubland (2010),5.8419
26652,Forest,Wetland (2010),3.4191
26652,Forest,Water (2010),43.281
26652,Forest,Artificial land (2010),0.0225
26652,Forest,Bare land (2010),120.1428
26652,Ocean,No data (2010),0.0099
26652,Ocean,Permanent ice or snow (2010),1.611
26652,Ocean,Forest (2010),1001.5389
26652,Ocean,Ocean (2010),423.3393
26652,Ocean,Grassland (2010),22.6611
26652,Ocean,Shrubland (2010),0.0243
26652,Ocean,Wetland (2010),0.4302
26652,Ocean,Water (2010),10.4139
26652,Ocean,Bare land (2010),1.7685
26652,Grassland,No data (2010),0.1332
26652,Grassland,Cultivated land (2010),3.2553
26652,Grassland,Permanent ice or snow (2010),223.1442
26652,Grassland,Forest (2010),146.6208
26652,Grassland,Ocean (2010),1.2654
26652,Grassland,Grassland (2010),1049.9175
26652,Grassland,Shrubland (2010),0.5229
26652,Grassland,Wetland (2010),1.8171
26652,Grassland,Water (2010),11.2545
26652,Grassland,Artificial land (2010),0.0027
26652,Grassland,Bare land (2010),61.8759
26652,Shrubland,Cultivated land (2010),1.2267
26652,Shrubland,Forest (2010),5.5818
26652,Shrubland,Ocean (2010),0.0063
26652,Shrubland,Grassland (2010),0.846
26652,Shrubland,Shrubland (2010),99.1395
26652,Shrubland,Wetland (2010),0.171
26652,Shrubland,Water (2010),0.1017
26652,Shrubland,Bare land (2010),0.3699
26652,Wetland,Cultivated land (2010),5.31
26652,Wetland,Permanent ice or snow (2010),3.1662
26652,Wetland,Forest (2010),109.7802
26652,Wetland,Ocean (2010),0.8181
26652,Wetland,Grassland (2010),16.6014
26652,Wetland,Shrubland (2010),4.9536
26652,Wetland,Wetland (2010),82.0566
26652,Wetland,Water (2010),8.2368
26652,Wetland,Bare land (2010),25.0974
26652,Water,No data (2010),0.0252
26652,Water,Cultivated land (2010),0.5517
26652,Water,Permanent ice or snow (2010),0.1494
26652,Water,Forest (2010),39.4956
26652,Water,Ocean (2010),13.6863
26652,Water,Grassland (2010),20.3859
26652,Water,Shrubland (2010),0.4896
26652,Water,Wetland (2010),5.5962
26652,Water,Water (2010),698.175
26652,Water,Artificial land (2010),0.0396
26652,Water,Bare land (2010),3.9078
26652,Artificial land,Forest (2010),0.0414
26652,Artificial land,Grassland (2010),0.0081
26652,Artificial land,Water (2010),0.0306
26652,Artificial land,Artificial land (2010),1.7883
26652,Bare land,No data (2010),0.3798
26652,Bare land,Cultivated land (2010),12.8304
26652,Bare land,Permanent ice or snow (2010),475.6113
26652,Bare land,Forest (2010),902.8575
26652,Bare land,Ocean (2010),0.7839
26652,Bare land,Grassland (2010),299.7936
26652,Bare land,Shrubland (2010),5.2497
26652,Bare land,Wetland (2010),3.1176
26652,Bare land,Water (2010),70.6077
26652,Bare land,Bare land (2010),1712.8926
26653,Forest,Forest (2010),855.9243
26653,Forest,Grassland (2010),13.4199
26653,Forest,Shrubland (2010),35.2836
26653,Forest,Water (2010),0.0351
26653,Grassland,Forest (2010),40.536
26653,Grassland,Grassland (2010),217.1574
26653,Grassland,Shrubland (2010),88.3818
26653,Grassland,Water (2010),0.0909
26653,Shrubland,Forest (2010),82.1196
26653,Shrubland,Grassland (2010),73.1322
26653,Shrubland,Shrubland (2010),157.1076
26653,Shrubland,Water (2010),0.009
26653,Water,Forest (2010),0.1719
26653,Water,Grassland (2010),0.4689
26653,Water,Shrubland (2010),0.1575
26653,Water,Water (2010),1.0989
26654,Cultivated land,Cultivated land (2010),1.5624
26654,Cultivated land,Forest (2010),0.3762
26654,Cultivated land,Grassland (2010),0.0261
26654,Forest,Cultivated land (2010),0.3879
26654,Forest,Forest (2010),157.995
26654,Forest,Grassland (2010),0.8829
26654,Forest,Water (2010),0.0072
26654,Forest,Artificial land (2010),0.0072
26654,Grassland,Cultivated land (2010),0.0171
26654,Grassland,Forest (2010),0.9108
26654,Grassland,Grassland (2010),1.485
26654,Grassland,Water (2010),0.0009
26654,Grassland,Artificial land (2010),0.0063
26654,Artificial land,Cultivated land (2010),0.0072
26654,Artificial land,Forest (2010),0.0018
26654,Artificial land,Grassland (2010),0.0027
26654,Artificial land,Artificial land (2010),0.0972
26689,Permanent ice or snow,Permanent ice or snow (2010),1230.3567
26689,Permanent ice or snow,Shrubland (2010),0.0027
26689,Permanent ice or snow,Water (2010),0.4635
26689,Permanent ice or snow,Bare land (2010),25.6104
26689,Forest,Permanent ice or snow (2010),0.1998
26689,Forest,Forest (2010),9195.5268
26689,Forest,Grassland (2010),754.9623
26689,Forest,Shrubland (2010),24.7356
26689,Forest,Wetland (2010),0.0333
26689,Forest,Water (2010),9.0234
26689,Forest,Artificial land (2010),0.747
26689,Forest,Bare land (2010),156.3192
26689,Grassland,Permanent ice or snow (2010),0.0054
26689,Grassland,Forest (2010),99.5382
26689,Grassland,Grassland (2010),2952.1242
26689,Grassland,Shrubland (2010),11.0898
26689,Grassland,Wetland (2010),0.0207
26689,Grassland,Water (2010),2.385
26689,Grassland,Artificial land (2010),0.4302
26689,Grassland,Bare land (2010),110.7198
26689,Shrubland,Forest (2010),4.0392
26689,Shrubland,Grassland (2010),25.3449
26689,Shrubland,Shrubland (2010),73.764
26689,Shrubland,Water (2010),0.0207
26689,Shrubland,Artificial land (2010),0.0378
26689,Shrubland,Bare land (2010),2.6712
26689,Wetland,Forest (2010),5.7771
26689,Wetland,Grassland (2010),3.4596
26689,Wetland,Shrubland (2010),0.5544
26689,Wetland,Wetland (2010),106.7499
26689,Wetland,Water (2010),0.4977
26689,Wetland,Artificial land (2010),0.0027
26689,Wetland,Bare land (2010),1.1457
26689,Water,Forest (2010),9.1197
26689,Water,Grassland (2010),1.0611
26689,Water,Shrubland (2010),0.3042
26689,Water,Wetland (2010),0.6489
26689,Water,Water (2010),159.4017
26689,Water,Artificial land (2010),0.0864
26689,Water,Bare land (2010),17.4357
26689,Artificial land,Forest (2010),0.0828
26689,Artificial land,Grassland (2010),0.099
26689,Artificial land,Wetland (2010),0.0027
26689,Artificial land,Water (2010),0.0018
26689,Artificial land,Artificial land (2010),31.4901
26689,Artificial land,Bare land (2010),0.1656
26689,Bare land,Permanent ice or snow (2010),1.6641
26689,Bare land,Forest (2010),29.0511
26689,Bare land,Grassland (2010),91.8306
26689,Bare land,Shrubland (2010),1.3563
26689,Bare land,Wetland (2010),0.0684
26689,Bare land,Water (2010),24.6987
26689,Bare land,Artificial land (2010),0.1197
26689,Bare land,Bare land (2010),8439.1119
61604,Cultivated land,Cultivated land (2010),0.7002
61604,Cultivated land,Forest (2010),0.2097
61604,Cultivated land,Grassland (2010),0.0027
61604,Cultivated land,Water (2010),0.0018
61604,Forest,Cultivated land (2010),0.0729
61604,Forest,Forest (2010),4.356
61604,Forest,Grassland (2010),0.8307
61604,Forest,Shrubland (2010),0.0279
61604,Forest,Water (2010),0.0135
61604,Grassland,Cultivated land (2010),0.0009
61604,Grassland,Forest (2010),0.6498
61604,Grassland,Grassland (2010),102.1608
61604,Grassland,Shrubland (2010),0.0234
61604,Grassland,Wetland (2010),0.0036
61604,Grassland,Water (2010),0.009
61604,Shrubland,Cultivated land (2010),0.0135
61604,Shrubland,Forest (2010),0.0135
61604,Shrubland,Grassland (2010),0.0225
61604,Shrubland,Shrubland (2010),0.018
61604,Shrubland,Water (2010),0.0009
61604,Wetland,Forest (2010),0.0027
61604,Wetland,Grassland (2010),0.0054
61604,Water,Forest (2010),0.0243
61604,Water,Grassland (2010),0.0837
61604,Water,Wetland (2010),0.0009
61604,Water,Water (2010),0.0243
61608,Cultivated land,Cultivated land (2010),0.0693
61608,Cultivated land,Forest (2010),0.0333
61608,Cultivated land,Grassland (2010),0.018
61608,Permanent ice or snow,Permanent ice or snow (2010),0.4617
61608,Permanent ice or snow,Forest (2010),0.0063
61608,Permanent ice or snow,Grassland (2010),0.1017
61608,Permanent ice or snow,Shrubland (2010),0.0117
61608,Forest,Cultivated land (2010),3.15
61608,Forest,Forest (2010),495.189
61608,Forest,Grassland (2010),122.517
61608,Forest,Shrubland (2010),3.1608
61608,Grassland,Cultivated land (2010),17.1
61608,Grassland,Permanent ice or snow (2010),0.1296
61608,Grassland,Forest (2010),195.1893
61608,Grassland,Grassland (2010),105.7581
61608,Grassland,Shrubland (2010),55.4211
61608,Grassland,Water (2010),0.4221
61608,Water,Forest (2010),0.0261
61608,Water,Grassland (2010),0.0036
61608,Water,Shrubland (2010),0.0396
61608,Water,Water (2010),0.0135
61609,Cultivated land,Cultivated land (2010),11.6037
61609,Cultivated land,Forest (2010),0.5589
61609,Cultivated land,Grassland (2010),0.1206
61609,Cultivated land,Shrubland (2010),0.0009
61609,Forest,Cultivated land (2010),1.6974
61609,Forest,Forest (2010),287.6157
61609,Forest,Grassland (2010),19.3149
61609,Forest,Shrubland (2010),6.4998
61609,Grassland,Cultivated land (2010),0.0018
61609,Grassland,Forest (2010),0.5292
61609,Grassland,Grassland (2010),0.0639
61609,Grassland,Shrubland (2010),0.009
61610,Forest,Forest (2010),640.0503
61610,Forest,Grassland (2010),8.4249
61610,Forest,Shrubland (2010),0.621
61610,Forest,Wetland (2010),0.009
61610,Forest,Water (2010),0.5472
61610,Forest,Bare land (2010),0.0063
61610,Grassland,Forest (2010),28.1403
61610,Grassland,Grassland (2010),37.7712
61610,Grassland,Shrubland (2010),2.1609
61610,Grassland,Water (2010),0.0063
61610,Grassland,Bare land (2010),0.0018
61610,Shrubland,Forest (2010),31.8114
61610,Shrubland,Grassland (2010),16.0956
61610,Shrubland,Shrubland (2010),10.8801
61610,Shrubland,Water (2010),0.1179
61610,Wetland,Wetland (2010),0.8892
61610,Wetland,Water (2010),0.0198
61610,Water,Forest (2010),0.5724
61610,Water,Wetland (2010),0.0324
61610,Water,Water (2010),32.2884
61611,Cultivated land,Cultivated land (2010),28.1151
61611,Cultivated land,Water (2010),0.0144
61611,Cultivated land,Artificial land (2010),0.0018
61611,Forest,Forest (2010),70.5771
61611,Forest,Shrubland (2010),0.6192
61611,Forest,Water (2010),0.0234
61611,Forest,Bare land (2010),2.8161
61611,Ocean,Ocean (2010),2.052
61611,Ocean,Bare land (2010),0.3816
61611,Grassland,Cultivated land (2010),0.4284
61611,Grassland,Forest (2010),0.1341
61611,Grassland,Grassland (2010),92.6226
61611,Grassland,Water (2010),0.8559
61611,Grassland,Artificial land (2010),0.0036
61611,Grassland,Bare land (2010),0.0468
61611,Shrubland,Cultivated land (2010),0.1584
61611,Shrubland,Forest (2010),0.3195
61611,Shrubland,Shrubland (2010),102.915
61611,Shrubland,Water (2010),0.0783
61611,Shrubland,Artificial land (2010),0.0162
61611,Shrubland,Bare land (2010),0.7983
61611,Water,Cultivated land (2010),0.3861
61611,Water,Forest (2010),0.3501
61611,Water,Ocean (2010),0.3294
61611,Water,Shrubland (2010),0.2475
61611,Water,Water (2010),189.0108
61611,Water,Artificial land (2010),0.0216
61611,Water,Bare land (2010),0.7263
61611,Artificial land,Artificial land (2010),0.3348
61611,Bare land,Forest (2010),0.2205
61611,Bare land,Ocean (2010),0.0873
61611,Bare land,Shrubland (2010),1.6803
61611,Bare land,Water (2010),0.0027
61611,Bare land,Artificial land (2010),0.0252
61611,Bare land,Bare land (2010),39.7998
61612,No data,Forest (2010),0.0027
61612,No data,Shrubland (2010),0.0009
61612,Forest,No data (2010),2.8566
61612,Forest,Forest (2010),19240.2036
61612,Forest,Grassland (2010),824.301
61612,Forest,Shrubland (2010),338.7753
61612,Forest,Wetland (2010),5.9553
61612,Forest,Water (2010),25.281
61612,Forest,Artificial land (2010),0.0513
61612,Forest,Bare land (2010),0.5598
61612,Grassland,No data (2010),0.5625
61612,Grassland,Forest (2010),559.359
61612,Grassland,Grassland (2010),4793.1975
61612,Grassland,Shrubland (2010),456.7824
61612,Grassland,Wetland (2010),14.5683
61612,Grassland,Water (2010),5.8896
61612,Grassland,Artificial land (2010),0.0837
61612,Grassland,Bare land (2010),0.6777
61612,Shrubland,No data (2010),0.4716
61612,Shrubland,Forest (2010),342.9882
61612,Shrubland,Grassland (2010),704.4525
61612,Shrubland,Shrubland (2010),1197.4239
61612,Shrubland,Wetland (2010),8.2926
61612,Shrubland,Water (2010),1.4112
61612,Shrubland,Artificial land (2010),0.1116
61612,Shrubland,Bare land (2010),0.6912
61612,Wetland,Forest (2010),3.0627
61612,Wetland,Grassland (2010),18.0369
61612,Wetland,Shrubland (2010),5.1948
61612,Wetland,Wetland (2010),278.0622
61612,Wetland,Water (2010),1.8783
61612,Water,No data (2010),0.0378
61612,Water,Forest (2010),35.9406
61612,Water,Grassland (2010),8.6733
61612,Water,Shrubland (2010),2.259
61612,Water,Wetland (2010),1.3671
61612,Water,Water (2010),95.4306
61612,Water,Bare land (2010),0.0027
61612,Artificial land,Forest (2010),0.0243
61612,Artificial land,Grassland (2010),0.522
61612,Artificial land,Shrubland (2010),0.0405
61612,Artificial land,Artificial land (2010),0.495
67724,No data,Forest (2010),0.2988
67724,No data,Ocean (2010),1.2411
67724,No data,Grassland (2010),0.162
67724,Forest,No data (2010),0.0765
67724,Forest,Forest (2010),3101.9301
67724,Forest,Ocean (2010),41.4234
67724,Forest,Grassland (2010),119.781
67724,Forest,Shrubland (2010),0.3627
67724,Forest,Wetland (2010),0.459
67724,Forest,Water (2010),0.1134
67724,Forest,Artificial land (2010),1.7451
67724,Forest,Bare land (2010),3.4956
67724,Ocean,No data (2010),0.0315
67724,Ocean,Forest (2010),2.466
67724,Ocean,Ocean (2010),15393.3138
67724,Ocean,Grassland (2010),28.3878
67724,Ocean,Shrubland (2010),0.0009
67724,Ocean,Wetland (2010),1.2717
67724,Ocean,Water (2010),0.8199
67724,Ocean,Artificial land (2010),0.072
67724,Ocean,Bare land (2010),1.6578
67724,Grassland,No data (2010),0.1107
67724,Grassland,Forest (2010),175.7664
67724,Grassland,Ocean (2010),33.5862
67724,Grassland,Grassland (2010),2876.0121
67724,Grassland,Shrubland (2010),2.1069
67724,Grassland,Wetland (2010),2.9187
67724,Grassland,Water (2010),0.09
67724,Grassland,Artificial land (2010),2.9997
67724,Grassland,Bare land (2010),8.8659
67724,Shrubland,Forest (2010),0.3816
67724,Shrubland,Grassland (2010),2.2491
67724,Shrubland,Shrubland (2010),7.308
67724,Shrubland,Wetland (2010),0.0162
67724,Shrubland,Artificial land (2010),0.0144
67724,Shrubland,Bare land (2010),0.0297
67724,Wetland,Forest (2010),0.3906
67724,Wetland,Ocean (2010),31.8033
67724,Wetland,Grassland (2010),38.1267
67724,Wetland,Shrubland (2010),0.018
67724,Wetland,Wetland (2010),189.513
67724,Wetland,Water (2010),1.7541
67724,Wetland,Artificial land (2010),0.0018
67724,Wetland,Bare land (2010),1.1691
67724,Water,Forest (2010),0.1755
67724,Water,Ocean (2010),1.0179
67724,Water,Grassland (2010),13.1454
67724,Water,Shrubland (2010),0.0108
67724,Water,Wetland (2010),0.4032
67724,Water,Water (2010),4.8258
67724,Water,Bare land (2010),0.1278
67724,Artificial land,No data (2010),0.0009
67724,Artificial land,Forest (2010),1.1952
67724,Artificial land,Ocean (2010),0.0369
67724,Artificial land,Grassland (2010),3.5829
67724,Artificial land,Shrubland (2010),0.0027
67724,Artificial land,Wetland (2010),0.0009
67724,Artificial land,Artificial land (2010),4.3785
67724,Artificial land,Bare land (2010),0.0171
67724,Bare land,Forest (2010),3.6738
67724,Bare land,Ocean (2010),0.8028
67724,Bare land,Grassland (2010),70.3494
67724,Bare land,Shrubland (2010),0.018
67724,Bare land,Wetland (2010),0.8946
67724,Bare land,Water (2010),0.0045
67724,Bare land,Artificial land (2010),0.0171
67724,Bare land,Bare land (2010),144.6948
67725,Forest,Forest (2010),414.8766
67725,Forest,Ocean (2010),0.4338
67725,Forest,Grassland (2010),5.4927
67725,Forest,Wetland (2010),2.5542
67725,Forest,Artificial land (2010),0.0108
67725,Ocean,Forest (2010),0.4095
67725,Ocean,Ocean (2010),1188.7083
67725,Ocean,Grassland (2010),0.3195
67725,Ocean,Wetland (2010),1.2357
67725,Grassland,Forest (2010),5.3919
67725,Grassland,Ocean (2010),0.4149
67725,Grassland,Grassland (2010),144.684
67725,Grassland,Wetland (2010),1.6479
67725,Grassland,Artificial land (2010),0.0009
67725,Wetland,Forest (2010),0.2412
67725,Wetland,Ocean (2010),1.5372
67725,Wetland,Grassland (2010),0.2151
67725,Wetland,Wetland (2010),8.6067
67725,Water,Grassland (2010),0.0009
67725,Artificial land,Forest (2010),0.0063
67725,Artificial land,Artificial land (2010),0.0855
67726,Cultivated land,Cultivated land (2010),7.056
67726,Cultivated land,Forest (2010),0.4689
67726,Cultivated land,Ocean (2010),0.0018
67726,Cultivated land,Grassland (2010),0.1008
67726,Forest,Cultivated land (2010),0.396
